pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,source_id,ra,dec,parallax,pmra,pmdec,phot_g_mean_mag,effective_temperature,radius
HD 156846 b,HD 156846,2,1,Radial Velocity,2007,La Silla Observatory,0,359.51001,0.09,-0.09,0.0,1.12,0.02,-0.02,0.0,12.4,,,0.0,1.11,,,0.0,3391.2461,235.1942,-235.1942,0.0,10.67,0.74,-0.74,0.0,Msini,0.85,0.0,0.0,0.0,,,,,,,,,0,G0 V,6090.0,31.0,-31.0,0.0,1.9,0.04,-0.04,0.0,1.38,0.14,-0.14,0.0,0.15,,,0.0,[Fe/H],4.02,0.04,-0.04,0.0,17h20m34.16s,260.1423366,-19d20m03.71s,-19.334365,47.7332,0.117,-0.1163,6.5,0.03,-0.03,5.149,0.017,-0.017,6.3623,0.0005555,-0.0005555,4122343906051101184,260.14231640956194,-19.33438492739363,20.96835127315822,-137.0760578647058,-143.37762307815782,6.3757396,5926.575,2.0657
HD 158259 b,HD 158259,1,5,Radial Velocity,2020,Haute-Provence Observatory,0,2.178,9e-05,-0.0001,0.0,,,,,1.282,0.067,-0.067,0.0,0.114,0.006,-0.006,0.0,2.22,0.39,-0.45,0.0,0.00698,0.00123,-0.00142,0.0,Msini,,,,,759.18,,,0.0,1462.0,,,0.0,0,G0,5801.89,124.62,-124.62,0.0,1.21,0.03,-0.08,0.0,1.08,0.1,-0.1,0.0,,,,,,4.25,0.08,-0.08,0.0,17h25m23.90s,261.3495847,+52d47m25.70s,52.7904721,27.0498,0.0215,-0.0215,6.47915,0.023,-0.023,4.965,0.023,-0.023,6.30694,0.0003985,-0.0003985,1416050859226670848,261.3495639244737,52.790465183478126,37.01769999327281,-90.67806333126836,-49.70173053627702,6.320388,5754.2856,1.2889
HD 158259 c,HD 158259,1,5,Radial Velocity,2020,Haute-Provence Observatory,0,3.432,0.0003,-0.00016,0.0,,,,,2.23,,,0.0,0.199,,,0.0,5.6,0.6,-0.59,0.0,0.01762,0.00189,-0.00186,0.0,Msini,,,,,,,,,,,,,0,G0,5801.89,124.62,-124.62,0.0,1.21,0.03,-0.08,0.0,1.08,0.1,-0.1,0.0,,,,,,4.25,0.08,-0.08,0.0,17h25m23.90s,261.3495847,+52d47m25.70s,52.7904721,27.0498,0.0215,-0.0215,6.47915,0.023,-0.023,4.965,0.023,-0.023,6.30694,0.0003985,-0.0003985,1416050859226670848,261.3495639244737,52.790465183478126,37.01769999327281,-90.67806333126836,-49.70173053627702,6.320388,5754.2856,1.2889
HD 158259 d,HD 158259,1,5,Radial Velocity,2020,Haute-Provence Observatory,0,5.1980814,0.0008186,-0.0008814,0.0,,,,,2.18,,,0.0,0.195,,,0.0,5.41,0.74,-0.71,0.0,0.01702,0.00233,-0.00223,0.0,Msini,,,,,,,,,,,,,0,G0,5801.89,124.62,-124.62,0.0,1.21,0.03,-0.08,0.0,1.08,0.1,-0.1,0.0,,,,,,4.25,0.08,-0.08,0.0,17h25m23.90s,261.3495847,+52d47m25.70s,52.7904721,27.0498,0.0215,-0.0215,6.47915,0.023,-0.023,4.965,0.023,-0.023,6.30694,0.0003985,-0.0003985,1416050859226670848,261.3495639244737,52.790465183478126,37.01769999327281,-90.67806333126836,-49.70173053627702,6.320388,5754.2856,1.2889
HD 158259 e,HD 158259,1,5,Radial Velocity,2020,Haute-Provence Observatory,0,7.951,0.0022,-0.0021,0.0,,,,,2.34,,,0.0,0.209,,,0.0,6.08,0.94,-1.03,0.0,0.01913,0.00296,-0.00324,0.0,Msini,,,,,,,,,,,,,0,G0,5801.89,124.62,-124.62,0.0,1.21,0.03,-0.08,0.0,1.08,0.1,-0.1,0.0,,,,,,4.25,0.08,-0.08,0.0,17h25m23.90s,261.3495847,+52d47m25.70s,52.7904721,27.0498,0.0215,-0.0215,6.47915,0.023,-0.023,4.965,0.023,-0.023,6.30694,0.0003985,-0.0003985,1416050859226670848,261.3495639244737,52.790465183478126,37.01769999327281,-90.67806333126836,-49.70173053627702,6.320388,5754.2856,1.2889
HD 158259 f,HD 158259,1,5,Radial Velocity,2020,Haute-Provence Observatory,0,12.028,0.009,-0.009,0.0,,,,,2.35,,,0.0,0.21,,,0.0,6.14,1.31,-1.37,0.0,0.01932,0.00412,-0.00431,0.0,Msini,,,,,,,,,,,,,0,G0,5801.89,124.62,-124.62,0.0,1.21,0.03,-0.08,0.0,1.08,0.1,-0.1,0.0,,,,,,4.25,0.08,-0.08,0.0,17h25m23.90s,261.3495847,+52d47m25.70s,52.7904721,27.0498,0.0215,-0.0215,6.47915,0.023,-0.023,4.965,0.023,-0.023,6.30694,0.0003985,-0.0003985,1416050859226670848,261.3495639244737,52.790465183478126,37.01769999327281,-90.67806333126836,-49.70173053627702,6.320388,5754.2856,1.2889
HD 15906 b,HD 15906,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,10.924709,3.2e-05,-3.2e-05,0.0,0.09,0.001,-0.001,0.0,2.24,0.08,-0.08,0.0,0.2,0.007,-0.007,0.0,5.65,,,0.0,0.0178,,,0.0,M-R relationship,0.11,0.04,-0.03,0.0,33.14,2.6,-2.45,0.0,668.0,13.0,-13.0,0.0,0,K V,4757.0,89.0,-89.0,0.0,0.76,0.01,-0.01,0.0,0.79,0.02,-0.04,0.0,0.02,0.04,-0.04,0.0,[Fe/H],4.49,0.05,-0.05,0.0,02h33m05.10s,38.2712534,-10d21m07.84s,-10.352178,45.5621,0.0883,-0.088,9.78,0.03,-0.03,7.459,0.023,-0.023,9.47728,0.000512,-0.000512,5175239363214344960,38.27122903475207,-10.35219079656957,21.8635052465849,-172.91732029476393,-92.21781146027244,9.484146,4756.42,0.7843
HD 15906 c,HD 15906,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,21.583298,5.2e-05,-5.5e-05,0.0,0.141,0.002,-0.001,0.0,2.93,0.07,-0.06,0.0,0.261,0.006,-0.005,0.0,8.91,,,0.0,0.028,,,0.0,M-R relationship,0.04,0.01,-0.01,0.0,13.37,1.05,-0.99,0.0,532.0,10.0,-10.0,0.0,0,K V,4757.0,89.0,-89.0,0.0,0.76,0.01,-0.01,0.0,0.79,0.02,-0.04,0.0,0.02,0.04,-0.04,0.0,[Fe/H],4.49,0.05,-0.05,0.0,02h33m05.10s,38.2712534,-10d21m07.84s,-10.352178,45.5621,0.0883,-0.088,9.78,0.03,-0.03,7.459,0.023,-0.023,9.47728,0.000512,-0.000512,5175239363214344960,38.27122903475207,-10.35219079656957,21.8635052465849,-172.91732029476393,-92.21781146027244,9.484146,4756.42,0.7843
HD 159243 b,HD 159243,1,2,Radial Velocity,2013,Haute-Provence Observatory,0,12.62,0.004,-0.004,0.0,0.11,0.002,-0.002,0.0,13.7,,,0.0,1.22,,,0.0,359.13,15.89,-15.89,0.0,1.13,0.05,-0.05,0.0,Msini,0.02,0.018,-0.018,0.0,,,,,,,,,0,G0 V,6123.0,65.0,-65.0,0.0,1.12,0.05,-0.05,0.0,1.12,0.03,-0.03,0.0,0.05,0.04,-0.04,0.0,[Fe/H],4.55,0.11,-0.11,0.0,17h33m21.49s,263.3395365,+05d42m02.97s,5.7008254,73.3055,0.2358,-0.2344,8.65,0.03,-0.03,7.297,0.021,-0.021,8.51188,0.000442,-0.000442,4485937214320449280,263.33952880161365,5.700828462889867,13.644442515400227,-54.792911873837554,21.80203439164752,8.521302,5978.2573,1.156
HD 159243 c,HD 159243,1,2,Radial Velocity,2013,Haute-Provence Observatory,0,248.4,4.9,-4.9,0.0,0.8,0.02,-0.02,0.0,13.4,,,0.0,1.2,,,0.0,603.9,41.32,-41.32,0.0,1.9,0.13,-0.13,0.0,Msini,0.075,0.05,-0.05,0.0,,,,,,,,,0,G0 V,6123.0,65.0,-65.0,0.0,1.12,0.05,-0.05,0.0,1.12,0.03,-0.03,0.0,0.05,0.04,-0.04,0.0,[Fe/H],4.55,0.11,-0.11,0.0,17h33m21.49s,263.3395365,+05d42m02.97s,5.7008254,73.3055,0.2358,-0.2344,8.65,0.03,-0.03,7.297,0.021,-0.021,8.51188,0.000442,-0.000442,4485937214320449280,263.33952880161365,5.700828462889867,13.644442515400227,-54.792911873837554,21.80203439164752,8.521302,5978.2573,1.156
HD 159868 b,HD 159868,1,2,Radial Velocity,2006,Anglo-Australian Telescope,0,1184.1,7.1,-7.1,0.0,2.32,0.14,-0.14,0.0,13.3,,,0.0,1.19,,,0.0,704.94694,18.75197,-18.75197,0.0,2.218,0.059,-0.059,0.0,Msini,0.024,0.019,-0.019,0.0,,,,,,,,,0,G5 V,5534.0,,,0.0,2.13,,,0.0,1.19,,,0.0,-0.08,0.01,-0.01,0.0,[Fe/H],3.92,,,0.0,17h38m59.20s,264.7466665,-43d08m46.44s,-43.1462347,55.8503,0.1669,-0.166,7.24,0.03,-0.03,5.535,0.024,-0.024,7.04579,0.000353,-0.000353,5955841736510622208,264.7466226174389,-43.14625801358269,17.875370200616473,-230.82422154107968,-167.90342864499212,7.0611773,5565.5757,2.1008
HD 159868 c,HD 159868,1,2,Radial Velocity,2012,Anglo-Australian Telescope,0,351.0,1.1,-1.1,0.0,1.032,0.064,-0.064,0.0,14.0,,,0.0,1.25,,,0.0,244.09344,13.98452,-13.98452,0.0,0.768,0.044,-0.044,0.0,Msini,0.184,0.037,-0.037,0.0,,,,,,,,,0,G5 V,5534.0,,,0.0,2.13,,,0.0,1.19,,,0.0,-0.08,0.01,-0.01,0.0,[Fe/H],3.92,,,0.0,17h38m59.20s,264.7466665,-43d08m46.44s,-43.1462347,55.8503,0.1669,-0.166,7.24,0.03,-0.03,5.535,0.024,-0.024,7.04579,0.000353,-0.000353,5955841736510622208,264.7466226174389,-43.14625801358269,17.875370200616473,-230.82422154107968,-167.90342864499212,7.0611773,5565.5757,2.1008
HD 1605 b,HD 1605,1,2,Radial Velocity,2015,Multiple Observatories,0,577.2,2.5,-2.5,0.0,1.492,0.038,-0.038,0.0,13.8,,,0.0,1.23,,,0.0,296.85322,25.10857,-25.10857,0.0,0.934,0.079,-0.079,0.0,Msini,0.095,0.057,-0.057,0.0,,,,,,,,,0,K1 IV,4915.0,,,0.0,3.49,0.22,-0.22,0.0,1.33,0.09,-0.09,0.0,0.22,,,0.0,[Fe/H],3.4,0.07,-0.07,0.0,00h20m31.62s,5.1317548,+30d58m30.22s,30.9750611,88.8047,0.3754,-0.3724,7.52,0.03,-0.03,5.272,0.02,-0.02,7.25688,0.000202,-0.000202,2862328869351558272,5.1317685712418015,30.975069281186364,11.355505700774485,84.83569092574257,59.20754164922222,7.271994,4906.333,3.9627
HD 1605 c,HD 1605,1,2,Radial Velocity,2015,Multiple Observatories,0,2149.0,16.0,-16.0,0.0,3.584,0.099,-0.099,0.0,13.0,,,0.0,1.16,,,0.0,1150.5446,73.1009,-73.1009,0.0,3.62,0.23,-0.23,0.0,Msini,0.099,0.011,-0.011,0.0,,,,,,,,,0,K1 IV,4915.0,,,0.0,3.49,0.22,-0.22,0.0,1.33,0.09,-0.09,0.0,0.22,,,0.0,[Fe/H],3.4,0.07,-0.08,0.0,00h20m31.62s,5.1317548,+30d58m30.22s,30.9750611,88.8047,0.3754,-0.3724,7.52,0.03,-0.03,5.272,0.02,-0.02,7.25688,0.000202,-0.000202,2862328869351558272,5.1317685712418015,30.975069281186364,11.355505700774485,84.83569092574257,59.20754164922222,7.271994,4906.333,3.9627
HD 160691 b,HD 160691,1,4,Radial Velocity,2000,Anglo-Australian Telescope,0,645.0,0.3,-0.3,0.0,1.5,0.02,-0.02,0.0,,,,,,,,,1366.66215,,,1.0,4.3,,,1.0,Mass,0.128,0.017,-0.017,0.0,,,,,,,,,0,G3 IV-V,5773.0,,,0.0,1.33,0.02,-0.02,0.0,1.13,0.02,-0.02,0.0,0.28,0.03,-0.03,0.0,[Fe/H],4.2,0.1,-0.1,0.0,17h44m08.68s,266.0361585,-51d50m05.55s,-51.8348751,15.5981,0.0296,-0.0294,5.12,0.03,-0.03,3.683,0.246,-0.246,4.94916,0.0028308,-0.0028308,5945941905576552064,266.0361549633902,-51.8349016618794,64.08529417744371,-15.03365551054608,-190.90057499776287,4.942752,5590.9136,1.4605
HD 160691 c,HD 160691,1,4,Radial Velocity,2004,Anglo-Australian Telescope,0,3947.0,23.0,-23.0,0.0,4.17,0.07,-0.07,0.0,,,,,,,,,1398.44499,,,1.0,4.4,,,1.0,Mass,0.0985,0.0627,-0.0627,0.0,,,,,,,,,0,G3 IV-V,5773.0,,,0.0,1.33,0.02,-0.02,0.0,1.13,0.02,-0.02,0.0,0.28,0.03,-0.03,0.0,[Fe/H],4.2,0.1,-0.1,0.0,17h44m08.68s,266.0361585,-51d50m05.55s,-51.8348751,15.5981,0.0296,-0.0294,5.12,0.03,-0.03,3.683,0.246,-0.246,4.94916,0.0028308,-0.0028308,5945941905576552064,266.0361549633902,-51.8349016618794,64.08529417744371,-15.03365551054608,-190.90057499776287,4.942752,5590.9136,1.4605
HD 160691 d,HD 160691,1,4,Radial Velocity,2004,La Silla Observatory,0,9.6392,0.0006,-0.0006,0.0,0.09286,,,0.0,3.17,,,0.0,0.283,,,0.0,10.17,,,0.0,0.032,,,0.0,Msini,0.0,0.02,-0.02,0.0,,,,,900.0,,,0.0,0,G3 IV-V,5773.0,,,0.0,1.33,0.02,-0.02,0.0,1.13,0.02,-0.02,0.0,0.28,0.03,-0.03,0.0,[Fe/H],4.2,0.1,-0.1,0.0,17h44m08.68s,266.0361585,-51d50m05.55s,-51.8348751,15.5981,0.0296,-0.0294,5.12,0.03,-0.03,3.683,0.246,-0.246,4.94916,0.0028308,-0.0028308,5945941905576552064,266.0361549633902,-51.8349016618794,64.08529417744371,-15.03365551054608,-190.90057499776287,4.942752,5590.9136,1.4605
HD 160691 e,HD 160691,1,4,Radial Velocity,2006,La Silla Observatory,0,307.9,0.3,-0.3,0.0,0.934,,,0.0,,,,,,,,,2224.79885,,,1.0,7.0,,,1.0,Mass,0.0666,0.0122,-0.0122,0.0,,,,,,,,,0,G3 IV-V,5773.0,,,0.0,1.33,0.02,-0.02,0.0,1.13,0.02,-0.02,0.0,0.28,0.03,-0.03,0.0,[Fe/H],4.2,0.1,-0.1,0.0,17h44m08.68s,266.0361585,-51d50m05.55s,-51.8348751,15.5981,0.0296,-0.0294,5.12,0.03,-0.03,3.683,0.246,-0.246,4.94916,0.0028308,-0.0028308,5945941905576552064,266.0361549633902,-51.8349016618794,64.08529417744371,-15.03365551054608,-190.90057499776287,4.942752,5590.9136,1.4605
HD 161178 b,HD 161178,1,1,Radial Velocity,2021,Okayama Astrophysical Observatory,0,279.3,1.0,-0.8,0.0,0.85,0.05,-0.07,0.0,14.1,,,0.0,1.26,,,0.0,181.16219,6.35657,-50.85255,0.0,0.57,0.02,-0.16,0.0,Msini,0.044,0.132,-0.019,0.0,,,,,,,,,0,G9 III,4786.0,,,0.0,10.95,0.42,-0.54,0.0,1.06,0.25,-0.17,0.0,-0.21,0.09,-0.07,0.0,[Fe/H],2.38,0.07,-0.03,0.0,17h37m08.97s,264.2873565,+72d27m21.09s,72.455859,107.188,0.4905,-0.4905,5.88375,0.023,-0.023,3.657,0.236,-0.236,5.59958,0.0015918,-0.0015918,1651497186822868224,264.28736781065373,72.45586103043968,9.30518369085009,23.96771482971056,15.093296602689332,5.602662,4938.0024,10.6617
HD 16141 b,HD 16141,2,1,Radial Velocity,2000,W. M. Keck Observatory,0,75.523,0.055,-0.055,0.0,0.36,0.01,-0.01,0.0,10.9,,,0.0,0.971,,,0.0,82.6358,6.3566,-6.3566,0.0,0.26,0.02,-0.02,0.0,Msini,0.25,0.05,-0.05,0.0,,,,,,,,,0,G5 IV,5757.0,9.0,-9.0,0.0,1.48,0.02,-0.02,0.0,1.11,0.06,-0.06,0.0,0.13,,,0.0,[Fe/H],4.14,0.02,-0.02,0.0,02h35m19.77s,38.8323674,-03d33m44.96s,-3.5624887,37.7861,0.0836,-0.0832,6.834,0.015,-0.015,5.266,0.023,-0.023,6.65773,0.000295,-0.000295,2495335115182966016,38.83234577472829,-3.562549585651071,26.50571795993868,-155.5013598848274,-437.8477710753813,6.674584,5623.966,1.5957
HD 16175 b,HD 16175,1,1,Radial Velocity,2009,Lick Observatory,0,990.0,20.0,-20.0,0.0,2.12,0.07,-0.07,0.0,12.8,,,0.0,1.14,,,0.0,1875.1876,572.09113,-317.82841,0.0,5.9,1.8,-1.0,0.0,Mass,0.6,0.11,-0.11,0.0,,,,,,,,,0,G2,5981.0,17.0,-17.0,0.0,1.72,0.03,-0.03,0.0,1.63,0.14,-0.14,0.0,0.3,,,0.0,[Fe/H],4.18,0.03,-0.03,0.0,02h37m01.86s,39.2577379,+42d03m44.83s,42.0624526,59.859,0.2478,-0.2457,7.297,0.023,-0.023,5.853,0.021,-0.021,7.1291,0.00032,-0.00032,340028235795364864,39.25773057928465,42.06244688260417,16.667033294093233,-38.864416714189296,-41.23446870077126,7.1434135,5798.838,1.8889
HD 163607 b,HD 163607,1,2,Radial Velocity,2010,W. M. Keck Observatory,0,75.2203,0.0094,-0.0094,0.0,0.362,0.016,-0.016,0.0,13.9,,,0.0,1.24,,,0.0,249.05159,3.11473,-3.11473,0.0,0.7836,0.0098,-0.0098,0.0,Msini,0.7441,0.0071,-0.0071,0.0,,,,,,,,,0,G5,5522.0,,,0.0,1.76,,,0.0,1.12,,,0.0,0.21,0.03,-0.03,0.0,[Fe/H],3.97,,,0.0,17h53m40.35s,268.4181383,+56d23m32.89s,56.3924701,67.7855,0.1639,-0.1632,8.0,0.03,-0.03,6.271,0.02,-0.02,7.81298,0.000271,-0.000271,1418519292895059840,268.4181194068629,56.39248662172002,14.75543372303079,-75.73388021181196,119.47923151659754,7.8240733,5380.6704,1.8475
HD 163607 c,HD 163607,1,2,Radial Velocity,2010,W. M. Keck Observatory,0,1272.0,4.4,-4.4,0.0,2.39,0.11,-0.11,0.0,13.3,,,0.0,1.19,,,0.0,699.54383,11.75971,-11.75971,0.0,2.201,0.037,-0.037,0.0,Msini,0.08,0.014,-0.014,0.0,,,,,,,,,0,G5,5522.0,,,0.0,1.76,,,0.0,1.12,,,0.0,0.21,0.03,-0.03,0.0,[Fe/H],3.97,,,0.0,17h53m40.35s,268.4181383,+56d23m32.89s,56.3924701,67.7855,0.1639,-0.1632,8.0,0.03,-0.03,6.271,0.02,-0.02,7.81298,0.000271,-0.000271,1418519292895059840,268.4181194068629,56.39248662172002,14.75543372303079,-75.73388021181196,119.47923151659754,7.8240733,5380.6704,1.8475
HD 16417 b,HD 16417,2,1,Radial Velocity,2008,Anglo-Australian Telescope,0,17.24,0.01,-0.01,0.0,0.14,0.01,-0.01,0.0,5.0,,,0.0,0.446,,,0.0,22.1,2.0,-2.0,0.0,0.0696,0.0063,-0.0063,0.0,Msini,0.2,0.09,-0.09,0.0,,,,,,,,,0,G1 V,5841.0,17.0,-17.0,0.0,1.64,0.04,-0.02,0.0,1.2,,,0.0,0.06,,,0.0,[Fe/H],4.16,0.02,-0.02,0.0,02h36m58.58s,39.2441029,-34d34m44.73s,-34.5790905,25.3936,0.0353,-0.0352,5.78,0.03,-0.03,4.246,0.018,-0.018,5.61319,0.0010614,-0.0010614,5062172841616745856,39.24409983264786,-34.57912647324325,39.29461609004107,-18.36289552760158,-259.0017083849248,5.614815,5670.503,1.7125
HD 164509 b,HD 164509,2,1,Radial Velocity,2010,W. M. Keck Observatory,0,280.17,0.82,-0.82,0.0,0.87,0.051,-0.051,0.0,14.3,,,0.0,1.28,,,0.0,140.79869,26.37989,-26.37989,0.0,0.443,0.083,-0.083,0.0,Msini,0.238,0.062,-0.062,0.0,,,,,,,,,0,G5,5859.0,,,0.0,1.11,0.06,-0.06,0.0,1.12,0.19,-0.19,0.0,0.2,,,0.0,[Fe/H],4.44,0.06,-0.06,0.0,18h01m31.22s,270.3800811,+00d06m16.09s,0.1044685,53.1119,0.1432,-0.1425,8.1,0.03,-0.03,6.586,0.021,-0.021,7.95594,0.000404,-0.000404,4275421969292868224,270.38007999932887,0.10446566243109,18.61552853856373,-7.876353618404301,-20.46164133658233,7.9681063,5729.588,1.198
HD 164595 b,HD 164595,2,1,Radial Velocity,2015,Haute-Provence Observatory,0,40.0,0.24,-0.24,0.0,0.23,,,0.0,4.16,,,0.0,0.371,,,0.0,16.14,2.72,-2.72,0.0,0.05078,0.00856,-0.00856,0.0,Msini,0.088,0.12,-0.066,0.0,,,,,,,,,0,G2 V,5790.0,40.0,-40.0,0.0,1.02,0.02,-0.02,0.0,0.99,0.03,-0.03,0.0,-0.04,0.08,-0.08,0.0,[Fe/H],4.44,0.05,-0.05,0.0,18h00m38.73s,270.1613723,+29d34m21.61s,29.5726698,28.254,0.0208,-0.0207,7.08597,0.023,-0.023,5.482,0.021,-0.021,6.89472,0.000223,-0.000223,4584639307993378432,270.1613501693823,29.572693853533792,35.40197793844217,-138.98181269215274,173.50209641933057,6.909487,5666.93,1.046
HD 164604 b,HD 164604,1,1,Radial Velocity,2009,Las Campanas Observatory,0,641.472,10.129,-10.129,0.0,1.331,0.029,-0.029,0.0,12.3,,,0.0,1.1,,,0.0,4544.94622,1748.05624,-1748.05624,0.0,14.3,5.5,-5.5,0.0,Mass,0.35,0.1,-0.1,0.0,,,,,,,,,0,K3.5 V,4684.0,135.0,-37.0,0.0,0.77,0.01,-0.04,0.0,0.77,0.04,-0.04,0.0,-0.18,,,0.0,[Fe/H],4.62,0.11,-0.06,0.0,18h03m06.89s,270.7787177,-28d33m39.00s,-28.5608343,39.3633,0.0963,-0.0959,9.62,0.03,-0.03,7.169,0.02,-0.02,9.32786,0.000339,-0.000339,4062446910648807168,270.7787122020918,-28.560840236950646,24.986716148982897,-34.65794633176605,-42.25317818384521,9.332131,4650.3584,0.7814
HD 165131 b,HD 165131,1,1,Radial Velocity,2023,Multiple Facilities,0,2342.6,1.3,-1.3,0.0,3.54,0.054,-0.054,0.0,12.1,,,0.0,1.08,,,0.0,5943.39121,444.95977,-317.82841,0.0,18.7,1.4,-1.0,0.0,Mass,0.6708,0.0019,-0.0019,0.0,,,,,,,,,0,G3/5 V,5870.0,100.0,-100.0,0.0,1.06,0.05,-0.05,0.0,1.06,0.05,-0.05,0.0,0.06,0.1,-0.1,0.0,[Fe/H],4.39,0.1,-0.1,0.0,18h05m22.66s,271.3444007,-21d40m25.33s,-21.6737039,57.4263,0.2111,-0.2096,8.42,0.03,-0.03,6.927,0.018,-0.018,8.26134,0.000371,-0.000371,4070009007975710464,271.344391431034,-21.67372127427417,17.269137928044795,-61.91756000858717,-124.58710671323624,8.272656,5727.3555,1.1191
HD 165155 b,HD 165155,1,1,Radial Velocity,2016,Multiple Observatories,0,434.5,2.1,-2.1,0.0,1.13,0.04,-0.04,0.0,13.2,,,0.0,1.18,,,0.0,918.5287,73.1009,-73.1009,0.0,2.89,0.23,-0.23,0.0,Msini,0.2,0.03,-0.03,0.0,,,,,,,,,0,G8 V,5426.0,100.0,-100.0,0.0,0.95,0.11,-0.11,0.0,1.02,0.05,-0.05,0.0,0.09,0.1,-0.1,0.0,[Fe/H],4.49,0.11,-0.11,0.0,18h05m57.44s,271.4893395,-29d55m02.11s,-29.9172536,63.3574,0.2184,-0.2168,9.36,0.03,-0.03,7.584,0.02,-0.02,9.21413,0.000281,-0.000281,4050284898932499072,271.48935180347127,-29.917253885655597,15.78351924423377,76.89289924499231,-1.5663476994436034,9.221023,5361.207,0.921
HD 1666 b,HD 1666,1,1,Radial Velocity,2015,Multiple Observatories,0,270.0,0.8,-0.9,0.0,0.94,0.01,-0.02,0.0,12.7,,,0.0,1.13,,,0.0,2040.0,99.0,-70.0,0.0,6.43,0.31,-0.22,0.0,Msini,0.63,0.03,-0.02,0.0,,,,,,,,,0,F7 V,6317.0,44.0,-44.0,0.0,1.93,0.49,-0.49,0.0,1.5,0.07,-0.07,0.0,0.37,0.04,-0.04,0.0,[Fe/H],4.06,0.06,-0.06,0.0,00h20m52.33s,5.2180424,-19d55m53.34s,-19.9314823,117.908,0.687,-0.679,8.17,0.03,-0.03,6.964,0.023,-0.023,8.05121,0.000278,-0.000278,2362099457224379136,5.218041177086454,-19.93149057251901,8.453587147507198,-8.528050708348706,-59.72732647755456,8.062298,6229.058,2.0971
HD 166724 b,HD 166724,1,1,Radial Velocity,2012,La Silla Observatory,0,5144.0,705.0,-467.0,0.0,5.42,0.43,-0.43,0.0,13.0,,,0.0,1.16,,,0.0,1207.74795,206.58846,-92.17024,0.0,3.8,0.65,-0.29,0.0,Mass,0.734,0.02,-0.02,0.0,,,,,,,,,0,K0 IV-V,5127.0,52.0,-52.0,0.0,0.8,0.01,-0.02,0.0,0.81,0.02,-0.02,0.0,-0.09,0.03,-0.03,0.0,[Fe/H],4.43,0.08,-0.08,0.0,18h13m59.73s,273.4988604,-42d34m32.60s,-42.5757218,45.1342,0.0903,-0.0899,9.33,0.03,-0.03,7.246,0.024,-0.024,9.06863,0.000336,-0.000336,6724520279784564864,273.49886721715643,-42.57573297167623,22.034396903450645,36.06065900958971,-80.18029547004895,9.077164,5021.1343,0.8194
HD 167042 b,HD 167042,1,1,Radial Velocity,2007,Lick Observatory,0,417.67,0.43,-0.41,0.0,1.22,0.001,-0.001,0.0,13.6,,,0.0,1.21,,,0.0,444.00628,9.85268,-13.98445,0.0,1.397,0.031,-0.044,0.0,Msini,0.01,0.033,-0.004,0.0,,,,,,,,,0,K1 IV,4919.0,,,0.0,4.63,0.43,-0.4,0.0,1.39,0.17,-0.19,0.0,-0.01,0.1,-0.11,0.0,[Fe/H],3.23,0.07,-0.07,0.0,18h10m31.83s,272.6326268,+54d17m15.43s,54.2876184,49.6633,0.1348,-0.1348,5.98796,0.023,-0.023,3.55,0.238,-0.238,5.72384,0.001632,-0.001632,2149564787289902848,272.63265239009786,54.28765269401475,20.131259443450254,107.63033879509808,247.34469567396977,5.725761,4899.219,4.512
